# Version 1.00
#
freq[Hz];db:Trc1_S11;ang:Trc1_S11;db:Trc2_S22;ang:Trc2_S22;db:Trc3_S21;ang:Trc3_S21;
2.181250000000000E+09;-8.298938494147295E-01;1.015748411203175E+02;-1.370465318189957E+00;-4.920147410334424E+01;-5.377654935392353E+01;-8.234511800404873E+01;
2.182500000000000E+09;-8.293815750324887E-01;9.928225688653183E+01;-1.375250690949806E+00;-5.226978218702943E+01;-5.369009316189745E+01;-8.493919516695256E+01;
2.183750000000000E+09;-8.294489639120417E-01;9.700004668963719E+01;-1.374454988132369E+00;-5.533550216559635E+01;-5.369816137245688E+01;-8.732019222295008E+01;
2.185000000000000E+09;-8.280516728073248E-01;9.471425443509065E+01;-1.378670360026171E+00;-5.841513082943007E+01;-5.358306800039956E+01;-9.027787425191538E+01;
2.186250000000000E+09;-8.266976513678093E-01;9.241874014924790E+01;-1.385778068225255E+00;-6.147919353705569E+01;-5.354333566141059E+01;-9.172948175775248E+01;
2.187500000000000E+09;-8.257292221118926E-01;9.011954558473111E+01;-1.385675682010653E+00;-6.456279047679966E+01;-5.346934081073538E+01;-9.487825718299705E+01;
2.188750000000000E+09;-8.253907235709039E-01;8.783900885762849E+01;-1.386914788134078E+00;-6.765146159661985E+01;-5.341232596159706E+01;-9.730805798425824E+01;
2.190000000000000E+09;-8.242040571186189E-01;8.555604731011110E+01;-1.391946050802834E+00;-7.071874661047345E+01;-5.330600184733841E+01;-1.002050484070097E+02;
2.191250000000000E+09;-8.243316055526879E-01;8.327313253267104E+01;-1.394902484066932E+00;-7.381227235380221E+01;-5.327903681574799E+01;-1.027070250153299E+02;
2.192500000000000E+09;-8.238227703992316E-01;8.099510920911128E+01;-1.397941258235168E+00;-7.688945858498856E+01;-5.326509193656979E+01;-1.046768997014406E+02;
2.193750000000000E+09;-8.227490593617648E-01;7.870926060464335E+01;-1.403741288653231E+00;-7.997987008323953E+01;-5.312298149068444E+01;-1.075590974521114E+02;
2.195000000000000E+09;-8.245084433989964E-01;7.641162092254582E+01;-1.404690343379573E+00;-8.307659007303188E+01;-5.313084717120344E+01;-1.101613087021533E+02;
2.196250000000000E+09;-8.226111747578120E-01;7.414368239869172E+01;-1.407171861915482E+00;-8.617161662832829E+01;-5.304693315235721E+01;-1.127342494479660E+02;
2.197500000000000E+09;-8.234245777250231E-01;7.185237394605848E+01;-1.412391831520785E+00;-8.924513738506501E+01;-5.308011574070949E+01;-1.154016530101822E+02;
2.198750000000000E+09;-8.250161668327960E-01;6.956246261471917E+01;-1.414155828390941E+00;-9.234330309172203E+01;-5.300393393569348E+01;-1.173116262222350E+02;
2.200000000000000E+09;-8.250775008037661E-01;6.728668624413632E+01;-1.417616843834429E+00;-9.541599317749397E+01;-5.295037715818492E+01;-1.190433305408905E+02;
2.201250000000000E+09;-8.242362013112509E-01;6.499130679706811E+01;-1.420225075552846E+00;-9.853465494932841E+01;-5.289640140680255E+01;-1.227847311233254E+02;
2.202500000000000E+09;-8.231750417370408E-01;6.269676387537674E+01;-1.421398693846892E+00;-1.016445879875615E+02;-5.282126319362591E+01;-1.249085217443065E+02;
